"BH84","EMPTY BH84","EMPTY 4","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"BH85","EMPTY BH85","EMPTY 5","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"BH86","EMPTY BH86","EMPTY 6","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"BH87","EMPTY BH87","EMPTY 7","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"BH88","EMPTY BH88","EMPTY 8","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"BH89","EMPTY BH89","EMPTY 9","NA",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","Top Hat",6
"HM88","M6 x 8 HEX MULTI HEAD SERATED SCREW ZINC PLATED FOR HIB650","F-HMHSS-M6 X 8","SELECTLOK",2000,1000,1000,5.95,100,0.0595,1200,71.4,"2023-10-10 09:52:59","HYMOD",6
"HM107","P 56 Spacer Top","GF56-B","Variance",20,10,10,4.6,1,4.6,10,46,"2023-09-27 10:31:39","HYMOD",6
"HM95","Hinge Brass pintleNickel then chrome Plated","HIB500NS-E","SELECTLOK",200,100,100,1.68,1,1.68,133,223.44,"2023-10-05 13:21:50","HYMOD",20
"HM99","HM99 - EMPTY SPACE","HM101EMPTY","HM101",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM100","HM100 - EMPTY SPACE","HM102EMPTY","HM102",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM109","HM112 - EMPTY SPACE","HM109EMPTY","HM109",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM111","HM111 - EMPTY SPACE","HM111EMPTY","HM111",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM112","HM112 - EMPTY SPACE","HM112EMPTY","HM112",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM127","HM127 - EMPTY SPACE","HM127EMPTY","HM127",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",1
"HM16","HM16 - EMPTY SPACE","HM16EMPTY","HM16",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM25","HM25 - EMPTY SPACE","HM25EMPTY","HM25",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM26","HM26 - EMPTY SPACE","HM26EMPTY","HM26",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM27","HM27 - EMPTY SPACE","HM27EMPTY","HM27",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM28","HM28 - EMPTY SPACE","HM28EMPTY","HM28",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM31","HM31 - EMPTY SPACE","HM31EMPTY","HM31",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM44","HM44 - EMPTY SPACE","HM44EMPTY","HM44",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM51","HM51 - EMPTY SPACE","HM51EMPTY","HM51",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM67","HM67 - EMPTY SPACE","HM67EMPTY","HM67",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM76","HM76 - EMPTY SPACE","HM76EMPTY","HM76",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"HM80","HM80 - EMPTY SPACE","HM80EMPTY","HM80",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
